0.025890 0.025685 0.025076 0.024078 0.022719 0.021038 0.019084 0.016919 0.014616 0.012258 0.009938 0.007752 0.005797 0.004163 0.002933 0.002167 0.001908 0.002167 0.002933 0.004163 0.005797 0.007752 0.009938 0.012258 0.014616 0.016919 0.019084 0.021038 0.022719 0.024078 0.025076 0.025685 
0.025685 0.025476 0.024856 0.023839 0.022453 0.020737 0.018740 0.016526 0.014166 0.011748 0.009364 0.007114 0.005099 0.003413 0.002141 0.001350 0.001082 0.001350 0.002141 0.003413 0.005099 0.007114 0.009364 0.011748 0.014166 0.016526 0.018740 0.020737 0.022453 0.023839 0.024856 0.025476 
0.025076 0.024856 0.024201 0.023127 0.021660 0.019839 0.017713 0.015347 0.012817 0.010212 0.007632 0.005186 0.002985 0.001137 -0.000261 -0.001133 -0.001430 -0.001133 -0.000261 0.001137 0.002985 0.005186 0.007632 0.010212 0.012817 0.015347 0.017713 0.019839 0.021660 0.023127 0.024201 0.024856 
0.024078 0.023839 0.023127 0.021956 0.020352 0.018353 0.016009 0.013385 0.010560 0.007632 0.004711 0.001921 -0.000607 -0.002742 -0.004366 -0.005383 -0.005729 -0.005383 -0.004366 -0.002742 -0.000607 0.001921 0.004711 0.007632 0.010560 0.013385 0.016009 0.018353 0.020352 0.021956 0.023127 0.023839 
0.022719 0.022453 0.021660 0.020352 0.018554 0.016301 0.013642 0.010643 0.007387 0.003980 0.000548 -0.002762 -0.005789 -0.008367 -0.010342 -0.011583 -0.012007 -0.011583 -0.010342 -0.008367 -0.005789 -0.002762 0.000548 0.003980 0.007387 0.010643 0.013642 0.016301 0.018554 0.020352 0.021660 0.022453 
0.021038 0.020737 0.019839 0.018353 0.016301 0.013714 0.010636 0.007132 0.003289 -0.000780 -0.004928 -0.008978 -0.012724 -0.015949 -0.018439 -0.020015 -0.020555 -0.020015 -0.018439 -0.015949 -0.012724 -0.008978 -0.004928 -0.000780 0.003289 0.007132 0.010636 0.013714 0.016301 0.018353 0.019839 0.020737 
0.019084 0.018740 0.017713 0.016009 0.013642 0.010636 0.007028 0.002876 -0.001735 -0.006683 -0.011800 -0.016869 -0.021623 -0.025766 -0.028999 -0.031058 -0.031766 -0.031058 -0.028999 -0.025766 -0.021623 -0.016869 -0.011800 -0.006683 -0.001735 0.002876 0.007028 0.010636 0.013642 0.016009 0.017713 0.018740 
0.016919 0.016526 0.015347 0.013385 0.010643 0.007132 0.002876 -0.002083 -0.007666 -0.013751 -0.020147 -0.026587 -0.032724 -0.038147 -0.042426 -0.045175 -0.046123 -0.045175 -0.042426 -0.038147 -0.032724 -0.026587 -0.020147 -0.013751 -0.007666 -0.002083 0.002876 0.007132 0.010643 0.013385 0.015347 0.016526 
0.014616 0.014166 0.012817 0.010560 0.007387 0.003289 -0.001735 -0.007666 -0.014448 -0.021965 -0.030009 -0.038255 -0.046247 -0.053416 -0.059140 -0.062848 -0.064133 -0.062848 -0.059140 -0.053416 -0.046247 -0.038255 -0.030009 -0.021965 -0.014448 -0.007666 -0.001735 0.003289 0.007387 0.010560 0.012817 0.014166 
0.012258 0.011748 0.010212 0.007632 0.003980 -0.000780 -0.006683 -0.013751 -0.021965 -0.031232 -0.041338 -0.051893 -0.062303 -0.071782 -0.079442 -0.084446 -0.086187 -0.084446 -0.079442 -0.071782 -0.062303 -0.051893 -0.041338 -0.031232 -0.021965 -0.013751 -0.006683 -0.000780 0.003980 0.007632 0.010212 0.011748 
0.009938 0.009364 0.007632 0.004711 0.000548 -0.004928 -0.011800 -0.020147 -0.030009 -0.041338 -0.053927 -0.067319 -0.080751 -0.093161 -0.103303 -0.109979 -0.112312 -0.109979 -0.103303 -0.093161 -0.080751 -0.067319 -0.053927 -0.041338 -0.030009 -0.020147 -0.011800 -0.004928 0.000548 0.004711 0.007632 0.009364 
0.007752 0.007114 0.005186 0.001921 -0.002762 -0.008978 -0.016869 -0.026587 -0.038255 -0.051893 -0.067319 -0.084012 -0.101016 -0.116932 -0.130072 -0.138780 -0.141834 -0.138780 -0.130072 -0.116932 -0.101016 -0.084012 -0.067319 -0.051893 -0.038255 -0.026587 -0.016869 -0.008978 -0.002762 0.001921 0.005186 0.007114 
0.005797 0.005099 0.002985 -0.000607 -0.005789 -0.012724 -0.021623 -0.032724 -0.046247 -0.062303 -0.080751 -0.101016 -0.121936 -0.141734 -0.158218 -0.169204 -0.173067 -0.169204 -0.158218 -0.141734 -0.121936 -0.101016 -0.080751 -0.062303 -0.046247 -0.032724 -0.021623 -0.012724 -0.005789 -0.000607 0.002985 0.005099 
0.004163 0.003413 0.001137 -0.002742 -0.008367 -0.015949 -0.025766 -0.038147 -0.053416 -0.071782 -0.093161 -0.116932 -0.141734 -0.165412 -0.185257 -0.198542 -0.203223 -0.198542 -0.185257 -0.165412 -0.141734 -0.116932 -0.093161 -0.071782 -0.053416 -0.038147 -0.025766 -0.015949 -0.008367 -0.002742 0.001137 0.003413 
0.002933 0.002141 -0.000261 -0.004366 -0.010342 -0.018439 -0.028999 -0.042426 -0.059140 -0.079442 -0.103303 -0.130072 -0.158218 -0.185257 -0.208026 -0.223315 -0.228711 -0.223315 -0.208026 -0.185257 -0.158218 -0.130072 -0.103303 -0.079442 -0.059140 -0.042426 -0.028999 -0.018439 -0.010342 -0.004366 -0.000261 0.002141 
0.002167 0.001350 -0.001133 -0.005383 -0.011583 -0.020015 -0.031058 -0.045175 -0.062848 -0.084446 -0.109979 -0.138780 -0.169204 -0.198542 -0.223315 -0.239982 -0.245869 -0.239982 -0.223315 -0.198542 -0.169204 -0.138780 -0.109979 -0.084446 -0.062848 -0.045175 -0.031058 -0.020015 -0.011583 -0.005383 -0.001133 0.001350 
0.001908 0.001082 -0.001430 -0.005729 -0.012007 -0.020555 -0.031766 -0.046123 -0.064133 -0.086187 -0.112312 -0.141834 -0.173067 -0.203223 -0.228711 -0.245869 -0.251933 -0.245869 -0.228711 -0.203223 -0.173067 -0.141834 -0.112312 -0.086187 -0.064133 -0.046123 -0.031766 -0.020555 -0.012007 -0.005729 -0.001430 0.001082 
0.002167 0.001350 -0.001133 -0.005383 -0.011583 -0.020015 -0.031058 -0.045175 -0.062848 -0.084446 -0.109979 -0.138780 -0.169204 -0.198542 -0.223315 -0.239982 -0.245869 -0.239982 -0.223315 -0.198542 -0.169204 -0.138780 -0.109979 -0.084446 -0.062848 -0.045175 -0.031058 -0.020015 -0.011583 -0.005383 -0.001133 0.001350 
0.002933 0.002141 -0.000261 -0.004366 -0.010342 -0.018439 -0.028999 -0.042426 -0.059140 -0.079442 -0.103303 -0.130072 -0.158218 -0.185257 -0.208026 -0.223315 -0.228711 -0.223315 -0.208026 -0.185257 -0.158218 -0.130072 -0.103303 -0.079442 -0.059140 -0.042426 -0.028999 -0.018439 -0.010342 -0.004366 -0.000261 0.002141 
0.004163 0.003413 0.001137 -0.002742 -0.008367 -0.015949 -0.025766 -0.038147 -0.053416 -0.071782 -0.093161 -0.116932 -0.141734 -0.165412 -0.185257 -0.198542 -0.203223 -0.198542 -0.185257 -0.165412 -0.141734 -0.116932 -0.093161 -0.071782 -0.053416 -0.038147 -0.025766 -0.015949 -0.008367 -0.002742 0.001137 0.003413 
0.005797 0.005099 0.002985 -0.000607 -0.005789 -0.012724 -0.021623 -0.032724 -0.046247 -0.062303 -0.080751 -0.101016 -0.121936 -0.141734 -0.158218 -0.169204 -0.173067 -0.169204 -0.158218 -0.141734 -0.121936 -0.101016 -0.080751 -0.062303 -0.046247 -0.032724 -0.021623 -0.012724 -0.005789 -0.000607 0.002985 0.005099 
0.007752 0.007114 0.005186 0.001921 -0.002762 -0.008978 -0.016869 -0.026587 -0.038255 -0.051893 -0.067319 -0.084012 -0.101016 -0.116932 -0.130072 -0.138780 -0.141834 -0.138780 -0.130072 -0.116932 -0.101016 -0.084012 -0.067319 -0.051893 -0.038255 -0.026587 -0.016869 -0.008978 -0.002762 0.001921 0.005186 0.007114 
0.009938 0.009364 0.007632 0.004711 0.000548 -0.004928 -0.011800 -0.020147 -0.030009 -0.041338 -0.053927 -0.067319 -0.080751 -0.093161 -0.103303 -0.109979 -0.112312 -0.109979 -0.103303 -0.093161 -0.080751 -0.067319 -0.053927 -0.041338 -0.030009 -0.020147 -0.011800 -0.004928 0.000548 0.004711 0.007632 0.009364 
0.012258 0.011748 0.010212 0.007632 0.003980 -0.000780 -0.006683 -0.013751 -0.021965 -0.031232 -0.041338 -0.051893 -0.062303 -0.071782 -0.079442 -0.084446 -0.086187 -0.084446 -0.079442 -0.071782 -0.062303 -0.051893 -0.041338 -0.031232 -0.021965 -0.013751 -0.006683 -0.000780 0.003980 0.007632 0.010212 0.011748 
0.014616 0.014166 0.012817 0.010560 0.007387 0.003289 -0.001735 -0.007666 -0.014448 -0.021965 -0.030009 -0.038255 -0.046247 -0.053416 -0.059140 -0.062848 -0.064133 -0.062848 -0.059140 -0.053416 -0.046247 -0.038255 -0.030009 -0.021965 -0.014448 -0.007666 -0.001735 0.003289 0.007387 0.010560 0.012817 0.014166 
0.016919 0.016526 0.015347 0.013385 0.010643 0.007132 0.002876 -0.002083 -0.007666 -0.013751 -0.020147 -0.026587 -0.032724 -0.038147 -0.042426 -0.045175 -0.046123 -0.045175 -0.042426 -0.038147 -0.032724 -0.026587 -0.020147 -0.013751 -0.007666 -0.002083 0.002876 0.007132 0.010643 0.013385 0.015347 0.016526 
0.019084 0.018740 0.017713 0.016009 0.013642 0.010636 0.007028 0.002876 -0.001735 -0.006683 -0.011800 -0.016869 -0.021623 -0.025766 -0.028999 -0.031058 -0.031766 -0.031058 -0.028999 -0.025766 -0.021623 -0.016869 -0.011800 -0.006683 -0.001735 0.002876 0.007028 0.010636 0.013642 0.016009 0.017713 0.018740 
0.021038 0.020737 0.019839 0.018353 0.016301 0.013714 0.010636 0.007132 0.003289 -0.000780 -0.004928 -0.008978 -0.012724 -0.015949 -0.018439 -0.020015 -0.020555 -0.020015 -0.018439 -0.015949 -0.012724 -0.008978 -0.004928 -0.000780 0.003289 0.007132 0.010636 0.013714 0.016301 0.018353 0.019839 0.020737 
0.022719 0.022453 0.021660 0.020352 0.018554 0.016301 0.013642 0.010643 0.007387 0.003980 0.000548 -0.002762 -0.005789 -0.008367 -0.010342 -0.011583 -0.012007 -0.011583 -0.010342 -0.008367 -0.005789 -0.002762 0.000548 0.003980 0.007387 0.010643 0.013642 0.016301 0.018554 0.020352 0.021660 0.022453 
0.024078 0.023839 0.023127 0.021956 0.020352 0.018353 0.016009 0.013385 0.010560 0.007632 0.004711 0.001921 -0.000607 -0.002742 -0.004366 -0.005383 -0.005729 -0.005383 -0.004366 -0.002742 -0.000607 0.001921 0.004711 0.007632 0.010560 0.013385 0.016009 0.018353 0.020352 0.021956 0.023127 0.023839 
0.025076 0.024856 0.024201 0.023127 0.021660 0.019839 0.017713 0.015347 0.012817 0.010212 0.007632 0.005186 0.002985 0.001137 -0.000261 -0.001133 -0.001430 -0.001133 -0.000261 0.001137 0.002985 0.005186 0.007632 0.010212 0.012817 0.015347 0.017713 0.019839 0.021660 0.023127 0.024201 0.024856 
0.025685 0.025476 0.024856 0.023839 0.022453 0.020737 0.018740 0.016526 0.014166 0.011748 0.009364 0.007114 0.005099 0.003413 0.002141 0.001350 0.001082 0.001350 0.002141 0.003413 0.005099 0.007114 0.009364 0.011748 0.014166 0.016526 0.018740 0.020737 0.022453 0.023839 0.024856 0.025476 
