0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 
0.105253 0.107212 0.113109 0.122995 0.136929 0.154942 0.176979 0.202828 0.232044 0.263869 0.297174 0.330442 0.361815 0.389230 0.410640 0.424286 0.428975 0.424285 0.410640 0.389230 0.361815 0.330442 0.297174 0.263869 0.232044 0.202828 0.176979 0.154942 0.136929 0.122995 0.113109 0.107212 
0.207754 0.211690 0.223547 0.243453 0.271574 0.308030 0.352786 0.405499 0.465348 0.530853 0.599738 0.668869 0.734341 0.791766 0.836743 0.865467 0.875349 0.865468 0.836743 0.791766 0.734341 0.668868 0.599738 0.530853 0.465348 0.405499 0.352786 0.308030 0.271574 0.243453 0.223547 0.211690 
0.304736 0.310679 0.328600 0.358762 0.401526 0.457238 0.526044 0.607653 0.701037 0.804111 0.913446 1.024110 1.129756 1.223066 1.296560 1.343681 1.359924 1.343681 1.296560 1.223066 1.129756 1.024110 0.913446 0.804111 0.701037 0.607653 0.526044 0.457238 0.401526 0.358762 0.328600 0.310679 
0.393324 0.401297 0.425383 0.466057 0.524025 0.600064 0.694780 0.808254 0.939579 1.086318 1.243966 1.405561 1.561676 1.701012 1.811688 1.883070 1.907751 1.883070 1.811688 1.701012 1.561676 1.405561 1.243966 1.086318 0.939579 0.808254 0.694780 0.600064 0.524025 0.466057 0.425383 0.401297 
0.470536 0.480536 0.510809 0.562152 0.635809 0.733289 0.856060 1.005074 1.180087 1.378788 1.595830 1.821987 2.043857 2.244566 2.405720 2.510446 2.546796 2.510446 2.405720 2.244566 2.043857 1.821987 1.595830 1.378788 1.180087 1.005074 0.856060 0.733289 0.635809 0.562152 0.510809 0.480537 
0.533365 0.545329 0.581637 0.643536 0.733045 0.852779 1.005611 1.194066 1.419374 1.680131 1.970639 2.279257 2.587489 2.870669 3.100843 3.251694 3.304280 3.251694 3.100843 2.870669 2.587489 2.279257 1.970639 1.680131 1.419374 1.194066 1.005611 0.852779 0.733045 0.643536 0.581637 0.545329 
0.578813 0.592580 0.634481 0.706337 0.811194 0.953207 1.137300 1.368464 1.650504 1.984066 2.363950 2.776157 3.195852 3.587798 3.910478 4.123809 4.198507 4.123809 3.910478 3.587798 3.195852 2.776157 2.363950 1.984066 1.650504 1.368464 1.137300 0.953207 0.811194 0.706337 0.634481 0.592580 
0.604031 0.619306 0.665937 0.746418 0.865048 1.027932 1.242722 1.517870 1.861059 2.276457 2.760609 3.297555 3.854996 4.384103 4.825176 5.119248 5.222654 5.119248 4.825176 4.384103 3.854996 3.297555 2.760609 2.276457 1.861059 1.517870 1.242722 1.027932 0.865048 0.746418 0.665937 0.619306 
0.606601 0.622915 0.672876 0.759685 0.889012 1.069191 1.311132 1.627613 2.031455 2.531904 3.128752 3.804905 4.520005 5.209149 5.790279 6.180720 6.318541 6.180720 5.790279 5.209149 4.520005 3.804905 3.128752 2.531905 2.031455 1.627613 1.311132 1.069191 0.889012 0.759686 0.672876 0.622915 
